t,shortage_gw,dr_gw,demand_r2,demand_r4,demand_r5,vre_dispatch_gw,thermal_gw,battery_discharge_gw,battery_charge_gw
2006-01-01 00:00:00,0.0,0.0,37.91,57.03,31.42,58.05499999999999,70.0,0.0,1.6949999999999932
2006-01-01 01:00:00,0.0,0.0,36.96,55.54,29.68,56.67099999999999,70.0,0.0,4.4909999999999854
2006-01-01 02:00:00,0.0,0.0,37.0,52.78,27.94,53.885,63.834999999999994,0.0,0.0
2006-01-01 03:00:00,0.0,0.0,37.84,51.79,27.01,51.346,65.29400000000001,0.0,0.0
2006-01-01 04:00:00,0.0,0.0,39.79,53.66,26.01,51.954,90.0,0.0,22.494
2006-01-01 05:00:00,0.0,0.0,44.78,57.93,26.79,49.64399999999999,79.856,0.0,0.0
2006-01-01 06:00:00,0.0,0.0,49.97,62.39,31.32,46.977000000000004,91.703,0.0,0.0
2006-01-01 07:00:00,0.0,0.0,52.71,64.4,36.76,44.918000000000006,103.95200000000003,0.0,0.0
2006-01-01 08:00:00,0.0,0.0,54.09,65.55,39.9,46.616,107.924,0.0,0.0
2006-01-01 09:00:00,0.0,0.0,55.38,65.77,41.98,53.227,104.90299999999999,0.0,0.0
2006-01-01 10:00:00,0.0,0.0,56.37,65.85,42.81,58.876999999999995,101.153,0.0,0.0
2006-01-01 11:00:00,0.0,0.0,55.89,65.91,43.23,63.873999999999995,96.15600000000002,0.0,0.0
2006-01-01 12:00:00,0.0,0.0,54.71,64.19,43.49,63.684,93.706,0.0,0.0
2006-01-01 13:00:00,0.0,0.0,53.49,62.11,43.15,58.230000000000004,95.52,0.0,0.0
2006-01-01 14:00:00,0.0,0.0,52.88,60.12,42.89,50.95,99.94,0.0,0.0
2006-01-01 15:00:00,0.0,0.0,53.33,59.56,43.13,43.34,107.68,0.0,0.0
2006-01-01 16:00:00,0.0,0.0,55.77,61.91,45.8,32.851000000000006,125.62899999999999,0.0,0.0
2006-01-01 17:00:00,0.0,0.0,56.57,66.18,48.18,22.735,143.195,0.0,0.0
2006-01-01 18:00:00,0.0,0.0,55.14,67.09,48.03,21.96,143.3,0.0,0.0
2006-01-01 19:00:00,0.0,0.0,51.53,63.79,46.14,21.186,135.27399999999997,0.0,0.0
2006-01-01 20:00:00,0.0,0.0,48.59,60.45,43.35,19.428000000000004,127.962,0.0,0.0
2006-01-01 21:00:00,0.0,0.0,46.77,60.84,39.82,18.337000000000003,124.09300000000002,0.0,0.0
2006-01-01 22:00:00,0.0,0.0,43.01,61.94,35.96,16.436,119.474,0.0,0.0
2006-01-01 23:00:00,0.0,0.0,39.89,59.26,32.43,15.080000000000002,111.50000000000001,0.0,0.0
2006-01-02 00:00:00,0.0,0.0,49.94,65.91,33.71,14.481000000000002,130.079,0.0,0.0
2006-01-02 01:00:00,0.0,0.0,48.99,64.42,31.97,14.712000000000002,125.66799999999999,0.0,0.0
2006-01-02 02:00:00,0.0,0.0,49.03,61.66,30.23,14.979999999999999,120.94000000000003,0.0,0.0
2006-01-02 03:00:00,0.0,0.0,49.87,60.68,29.29,15.200999999999999,119.63899999999998,0.0,0.0
2006-01-02 04:00:00,0.0,0.0,51.82,62.55,28.3,14.852,122.81800000000001,0.0,0.0
2006-01-02 05:00:00,0.0,0.0,56.81,66.81,29.07,14.479,133.211,0.0,0.0
2006-01-02 06:00:00,0.0,0.0,62.0,71.27,33.61,14.355,147.525,0.0,0.0
2006-01-02 07:00:00,0.0,0.0,64.74,73.28,39.05,14.806999999999999,155.0,2.262999999999991,0.0
2006-01-02 08:00:00,0.0,0.0,66.12,74.43,42.19,18.295,155.0,4.444999999999993,0.0
2006-01-02 09:00:00,0.0,0.0,67.41,74.66,44.26,26.032,155.0,0.2979999999999947,0.0
2006-01-02 10:00:00,0.0,0.0,68.4,74.73,45.09,32.931,150.28900000000002,0.0,0.0
2006-01-02 11:00:00,0.0,0.0,67.92,74.8,45.51,41.014,142.216,0.0,0.0
2006-01-02 12:00:00,0.0,0.0,66.74,73.07,45.77,43.371,137.209,0.0,0.0
2006-01-02 13:00:00,0.0,0.0,65.51,70.99,45.43,42.345,134.585,0.0,0.0
2006-01-02 14:00:00,0.0,0.0,64.91,69.0,45.17,37.958,136.12199999999999,0.0,0.0
2006-01-02 15:00:00,0.0,0.0,65.36,68.44,45.42,33.397,140.823,0.0,0.0
2006-01-02 16:00:00,0.0,0.0,67.8,70.79,48.08,29.502,152.168,0.0,0.0
2006-01-02 17:00:00,0.0,0.0,68.6,75.06,50.47,23.637999999999998,155.0,10.491999999999978,0.0
2006-01-02 18:00:00,0.0,0.0,67.17,75.97,50.32,26.524,155.0,6.935999999999993,0.0
2006-01-02 19:00:00,0.0,0.0,63.56,72.67,48.43,28.436,151.224,0.0,0.0
2006-01-02 20:00:00,0.0,0.0,60.62,69.33,45.63,29.958,140.62199999999999,0.0,0.0
2006-01-02 21:00:00,0.0,0.0,58.8,69.72,42.1,30.423000000000002,135.197,0.0,0.0
2006-01-02 22:00:00,0.0,0.0,55.04,70.82,38.24,31.051000000000002,128.04900000000004,0.0,0.0
2006-01-02 23:00:00,0.0,0.0,51.92,68.14,34.71,31.625,118.145,0.0,0.0
2006-01-03 00:00:00,0.0,0.0,51.94,68.99,33.46,32.276,117.114,0.0,0.0
2006-01-03 01:00:00,0.0,0.0,50.99,67.5,31.72,33.125,112.08500000000001,0.0,0.0
2006-01-03 02:00:00,0.0,0.0,51.03,64.74,29.98,32.228,108.52200000000002,0.0,0.0
2006-01-03 03:00:00,0.0,0.0,51.87,63.76,29.05,31.387,110.0,0.0,1.7069999999999936
2006-01-03 04:00:00,0.0,0.0,53.82,65.63,28.05,30.521,111.97900000000001,0.0,0.0
2006-01-03 05:00:00,0.0,0.0,58.81,69.9,28.82,28.858,123.672,0.0,0.0
2006-01-03 06:00:00,0.0,0.0,64.0,74.36,33.36,25.801000000000002,140.919,0.0,0.0
2006-01-03 07:00:00,0.0,0.0,66.74,76.36,38.8,22.413,154.487,0.0,0.0
2006-01-03 08:00:00,0.0,0.0,68.12,77.51,41.94,23.932,155.0,3.6380000000000052,0.0
2006-01-03 09:00:00,0.0,0.0,69.41,77.74,44.02,28.923000000000002,155.0,2.247,0.0
2006-01-03 10:00:00,0.0,0.0,70.4,77.82,44.85,35.52,152.55,0.0,0.0
2006-01-03 11:00:00,0.0,0.0,69.92,77.88,45.27,39.581,148.48900000000003,0.0,0.0
2006-01-03 12:00:00,0.0,0.0,68.74,76.15,45.52,39.382,146.028,0.0,0.0
2006-01-03 13:00:00,0.0,0.0,67.52,74.07,45.19,36.68,145.09999999999997,0.0,0.0
2006-01-03 14:00:00,0.0,0.0,66.91,72.09,44.93,32.154,146.776,0.0,0.0
2006-01-03 15:00:00,0.0,0.0,67.36,71.53,45.17,27.196,151.864,0.0,0.0
2006-01-03 16:00:00,0.0,0.0,69.8,73.87,47.83,19.753,155.0,11.746999999999986,0.0
2006-01-03 17:00:00,0.0,0.0,70.6,78.14,50.22,13.206,155.0,25.75399999999999,0.0
2006-01-03 18:00:00,0.0,0.0,69.17,79.06,50.07,14.158,155.0,24.141999999999996,0.0
2006-01-03 19:00:00,0.0,0.0,65.56,75.75,48.18,14.781,155.0,14.708999999999996,0.0
2006-01-03 20:00:00,0.0,0.0,62.62,72.42,45.39,14.345999999999998,155.0,6.083999999999998,0.0
2006-01-03 21:00:00,0.0,0.0,60.8,72.81,41.86,14.337,155.0,1.1329999999999956,0.0
2006-01-03 22:00:00,0.0,0.0,57.04,73.9,38.0,14.879999999999999,149.06,0.0,0.0
2006-01-03 23:00:00,0.0,0.0,53.92,71.22,34.46,15.419999999999998,139.18,0.0,0.0
2006-01-04 00:00:00,0.0,0.0,52.83,70.87,35.94,16.065,138.575,0.0,0.0
2006-01-04 01:00:00,0.0,0.0,51.88,69.38,34.2,16.598,135.0,0.0,1.1379999999999981
2006-01-04 02:00:00,0.0,0.0,51.93,66.62,32.45,16.545,129.45499999999998,0.0,0.0
2006-01-04 03:00:00,0.0,0.0,52.77,65.63,31.52,16.336,128.584,0.0,0.0
2006-01-04 04:00:00,0.0,0.0,54.72,67.5,30.53,16.294,131.45600000000002,0.0,0.0
2006-01-04 05:00:00,0.0,0.0,59.7,71.77,31.3,16.131,141.639,0.0,0.0
2006-01-04 06:00:00,0.0,0.0,64.9,76.23,35.83,16.04,155.0,0.9199999999999964,0.0
2006-01-04 07:00:00,0.0,0.0,67.64,78.24,41.27,16.441999999999997,155.0,10.707999999999998,0.0
2006-01-04 08:00:00,0.0,0.0,69.01,79.39,44.41,20.559000000000005,155.0,12.251,0.0
2006-01-04 09:00:00,0.0,0.0,70.31,79.61,46.49,30.206,155.0,6.203999999999986,0.0
2006-01-04 10:00:00,0.0,0.0,71.3,79.69,47.32,38.841,154.469,0.0,0.0
2006-01-04 11:00:00,0.0,0.0,70.81,79.75,47.74,43.612,149.688,0.0,0.0
2006-01-04 12:00:00,0.0,0.0,69.63,78.03,48.0,44.397000000000006,146.26299999999998,0.0,0.0
2006-01-04 13:00:00,0.0,0.0,68.41,75.95,47.66,41.56999999999999,145.45,0.0,0.0
2006-01-04 14:00:00,0.0,0.0,67.8,73.96,47.4,35.016000000000005,149.144,0.0,0.0
2006-01-04 15:00:00,0.0,0.0,68.26,73.4,47.65,26.802,155.0,2.5080000000000098,0.0
2006-01-04 16:00:00,0.0,0.0,70.7,75.75,50.31,21.272999999999996,155.0,15.486999999999995,0.0
2006-01-04 17:00:00,0.0,0.0,71.49,80.02,52.69,22.961,155.0,21.238999999999983,0.0
2006-01-04 18:00:00,0.0,0.0,70.06,80.93,52.54,25.389000000000003,155.0,18.141000000000005,0.0
2006-01-04 19:00:00,0.0,0.0,66.45,77.63,50.65,26.241999999999997,155.0,8.488,0.0
2006-01-04 20:00:00,0.0,0.0,63.51,74.29,47.86,26.424999999999997,154.23499999999999,0.0,0.0
2006-01-04 21:00:00,0.0,0.0,61.69,74.68,44.33,28.069000000000003,147.631,0.0,0.0
2006-01-04 22:00:00,0.0,0.0,57.93,75.78,40.47,29.740000000000002,139.44,0.0,0.0
2006-01-04 23:00:00,0.0,0.0,54.81,73.1,36.94,31.384999999999998,128.465,0.0,0.0
2006-01-05 00:00:00,0.0,0.0,52.4,74.75,37.09,33.406,125.83400000000002,0.0,0.0
2006-01-05 01:00:00,0.0,0.0,51.45,73.26,35.35,34.776,120.284,0.0,0.0
2006-01-05 02:00:00,0.0,0.0,51.5,70.5,33.61,36.845000000000006,113.76499999999999,0.0,0.0
2006-01-05 03:00:00,0.0,0.0,52.34,69.51,32.68,38.897,110.63300000000001,0.0,0.0
2006-01-05 04:00:00,0.0,0.0,54.29,71.38,31.68,39.519,112.831,0.0,0.0
2006-01-05 05:00:00,0.0,0.0,59.27,75.65,32.46,42.127,120.25300000000003,0.0,0.0
2006-01-05 06:00:00,0.0,0.0,64.47,80.11,36.99,44.682,131.888,0.0,0.0
2006-01-05 07:00:00,0.0,0.0,67.21,82.12,42.43,46.83500000000001,139.925,0.0,0.0
2006-01-05 08:00:00,0.0,0.0,68.58,83.27,45.57,54.059000000000005,138.361,0.0,0.0
2006-01-05 09:00:00,0.0,0.0,69.88,83.49,47.65,64.33,131.69,0.0,0.0
2006-01-05 10:00:00,0.0,0.0,70.87,83.57,48.48,75.223,122.69699999999997,0.0,0.0
2006-01-05 11:00:00,0.0,0.0,70.38,83.63,48.9,84.35699999999999,113.553,0.0,0.0
2006-01-05 12:00:00,0.0,0.0,69.2,81.9,49.16,86.332,108.92800000000003,0.0,0.0
2006-01-05 13:00:00,0.0,0.0,67.98,79.83,48.82,81.475,110.155,0.0,0.0
2006-01-05 14:00:00,0.0,0.0,67.37,77.84,48.56,70.248,118.522,0.0,0.0
2006-01-05 15:00:00,0.0,0.0,67.83,77.28,48.8,59.123,129.787,0.0,0.0
2006-01-05 16:00:00,0.0,0.0,70.27,79.63,51.47,51.547,144.823,0.0,0.0
2006-01-05 17:00:00,0.0,0.0,71.07,83.9,53.85,50.099000000000004,153.721,0.0,0.0
2006-01-05 18:00:00,0.0,0.0,69.63,84.81,53.7,49.281,153.859,0.0,0.0
2006-01-05 19:00:00,0.0,0.0,66.02,81.51,51.81,46.160000000000004,148.18,0.0,0.0
2006-01-05 20:00:00,0.0,0.0,63.08,78.17,49.02,42.295,142.97500000000002,0.0,0.0
2006-01-05 21:00:00,0.0,0.0,61.26,78.56,45.49,38.925,141.38500000000002,0.0,0.0
2006-01-05 22:00:00,0.0,0.0,57.5,79.66,41.63,36.802,136.988,0.0,0.0
2006-01-05 23:00:00,0.0,0.0,54.38,76.98,38.1,35.655,128.805,0.0,0.0
2006-01-06 00:00:00,0.0,0.0,51.07,72.44,36.91,34.792,120.62799999999999,0.0,0.0
2006-01-06 01:00:00,0.0,0.0,50.12,70.96,35.17,32.793,118.457,0.0,0.0
2006-01-06 02:00:00,0.0,0.0,50.17,68.2,33.43,30.746000000000002,116.054,0.0,0.0
2006-01-06 03:00:00,0.0,0.0,51.01,67.21,32.5,30.386999999999997,115.33299999999998,0.0,0.0
2006-01-06 04:00:00,0.0,0.0,52.96,69.08,31.5,29.244,133.3684515235455,0.0,14.072451523545512
2006-01-06 05:00:00,0.0,0.0,57.94,73.35,32.28,27.979999999999997,130.59,0.0,0.0
2006-01-06 06:00:00,0.0,0.0,63.14,77.81,36.81,27.700000000000003,145.06,0.0,0.0
2006-01-06 07:00:00,0.0,0.0,65.88,79.81,42.25,28.07,154.87,0.0,0.0
2006-01-06 08:00:00,0.0,0.0,67.25,80.97,45.39,31.095000000000002,155.0,2.5149999999999864,0.0
2006-01-06 09:00:00,0.0,0.0,68.55,81.19,47.47,38.175,154.035,0.0,0.0
2006-01-06 10:00:00,0.0,0.0,69.54,81.27,48.3,44.139,149.971,0.0,0.0
2006-01-06 11:00:00,0.0,0.0,69.06,81.33,48.72,46.411,147.69899999999998,0.0,0.0
2006-01-06 12:00:00,0.0,0.0,67.88,79.6,48.98,45.429,146.03099999999998,0.0,0.0
2006-01-06 13:00:00,0.0,0.0,66.65,77.53,48.64,41.836000000000006,145.984,0.0,0.0
2006-01-06 14:00:00,0.0,0.0,66.05,75.54,48.38,34.28,150.69,0.0,0.0
2006-01-06 15:00:00,0.0,0.0,66.5,74.98,48.62,26.084999999999997,155.0,4.014999999999995,0.0
2006-01-06 16:00:00,0.0,0.0,68.94,77.33,51.29,23.627,155.0,13.93299999999999,0.0
2006-01-06 17:00:00,0.0,0.0,69.74,81.6,53.67,24.518,155.0,20.49199999999999,0.0
2006-01-06 18:00:00,0.0,0.0,68.31,82.51,53.52,25.762,155.0,18.57800000000001,0.0
2006-01-06 19:00:00,0.0,0.0,64.69,79.21,51.63,25.222,155.0,10.30799999999998,0.0
2006-01-06 20:00:00,0.0,0.0,61.75,75.87,48.84,23.97,155.0,2.490000000000009,0.0
2006-01-06 21:00:00,0.0,0.0,59.93,76.26,45.31,22.059000000000005,154.441,0.0,0.0
2006-01-06 22:00:00,0.0,0.0,56.18,77.36,41.45,20.997999999999998,148.992,0.0,0.0
2006-01-06 23:00:00,0.0,0.0,53.05,74.68,37.92,19.532,141.118,0.0,0.0
2006-01-07 00:00:00,0.0,0.0,43.01,64.66,34.53,18.249,118.951,0.0,0.0
2006-01-07 01:00:00,0.0,0.0,42.06,63.17,32.79,17.853,115.16699999999999,0.0,0.0
2006-01-07 02:00:00,0.0,0.0,42.11,60.42,31.05,17.683999999999997,110.896,0.0,0.0
2006-01-07 03:00:00,0.0,0.0,42.95,59.43,30.11,17.725,109.76500000000001,0.0,0.0
2006-01-07 04:00:00,0.0,0.0,44.89,61.3,29.12,18.608,111.702,0.0,0.0
2006-01-07 05:00:00,0.0,0.0,49.88,65.57,29.89,18.755,121.58500000000001,0.0,0.0
2006-01-07 06:00:00,0.0,0.0,55.08,70.03,34.43,19.317,135.223,0.0,0.0
2006-01-07 07:00:00,0.0,0.0,57.82,72.03,39.87,19.567999999999998,145.152,0.0,0.0
2006-01-07 08:00:00,0.0,0.0,59.19,73.18,43.01,22.401,147.979,0.0,0.0
2006-01-07 09:00:00,0.0,0.0,60.49,73.41,45.08,28.798999999999996,145.18099999999998,0.0,0.0
2006-01-07 10:00:00,0.0,0.0,61.48,73.49,45.91,34.38,141.5,0.0,0.0
2006-01-07 11:00:00,0.0,0.0,60.99,73.55,46.34,36.70099999999999,139.179,0.0,0.0
2006-01-07 12:00:00,0.0,0.0,59.81,71.82,46.59,35.11000000000001,138.10999999999999,0.0,0.0
2006-01-07 13:00:00,0.0,0.0,58.59,69.75,46.25,31.019000000000002,138.571,0.0,0.0
2006-01-07 14:00:00,0.0,0.0,57.98,67.76,46.0,24.29,142.45000000000002,0.0,0.0
2006-01-07 15:00:00,0.0,0.0,58.44,67.2,46.24,19.531000000000002,147.349,0.0,0.0
2006-01-07 16:00:00,0.0,0.0,60.88,69.55,48.9,19.608,154.72199999999998,0.0,0.0
2006-01-07 17:00:00,0.0,0.0,61.67,73.82,51.29,21.391,155.0,5.388999999999998,0.0
2006-01-07 18:00:00,0.0,0.0,60.24,74.73,51.14,23.296999999999997,155.0,2.8130000000000024,0.0
2006-01-07 19:00:00,0.0,0.0,56.63,71.43,49.25,23.439999999999998,148.87,0.0,0.0
2006-01-07 20:00:00,0.0,0.0,53.69,68.09,46.45,23.037,140.19299999999998,0.0,0.0
2006-01-07 21:00:00,0.0,0.0,51.87,68.48,42.92,22.833000000000002,135.437,0.0,0.0
2006-01-07 22:00:00,0.0,0.0,48.11,69.58,39.06,22.431,129.319,0.0,0.0
2006-01-07 23:00:00,0.0,0.0,44.99,66.9,35.53,21.982000000000003,120.438,0.0,0.0
2006-01-08 00:00:00,0.0,0.0,40.21,61.11,33.8,21.644,108.476,0.0,0.0
2006-01-08 01:00:00,0.0,0.0,39.26,59.62,32.06,21.332,104.60799999999999,0.0,0.0
2006-01-08 02:00:00,0.0,0.0,39.31,56.86,30.32,21.982,99.508,0.0,0.0
2006-01-08 03:00:00,0.0,0.0,40.15,55.88,29.39,21.84,98.58000000000001,0.0,0.0
2006-01-08 04:00:00,0.0,0.0,42.1,57.75,28.39,21.704,101.536,0.0,0.0
2006-01-08 05:00:00,0.0,0.0,47.08,62.01,29.17,21.936,111.32400000000001,0.0,0.0
2006-01-08 06:00:00,0.0,0.0,52.28,66.47,33.7,22.302,125.148,0.0,0.0
2006-01-08 07:00:00,0.0,0.0,55.02,68.48,39.14,22.955999999999996,134.68400000000003,0.0,0.0
2006-01-08 08:00:00,0.0,0.0,56.39,69.63,42.28,26.480000000000004,136.82,0.0,0.0
2006-01-08 09:00:00,0.0,0.0,57.69,69.86,44.36,32.87800000000001,134.03199999999998,0.0,0.0
2006-01-08 10:00:00,0.0,0.0,58.68,69.93,45.19,38.09499999999999,130.705,0.0,0.0
2006-01-08 11:00:00,0.0,0.0,58.2,70.0,45.61,40.967000000000006,127.843,0.0,0.0
2006-01-08 12:00:00,0.0,0.0,57.01,68.27,45.87,38.923,127.22699999999998,0.0,0.0
2006-01-08 13:00:00,0.0,0.0,55.79,66.19,45.53,33.010999999999996,129.499,0.0,0.0
2006-01-08 14:00:00,0.0,0.0,55.19,64.2,45.27,23.746999999999996,135.913,0.0,0.0
2006-01-08 15:00:00,0.0,0.0,55.64,63.64,45.51,16.717999999999996,143.072,0.0,0.0
2006-01-08 16:00:00,0.0,0.0,58.08,65.99,48.18,17.402,149.848,0.0,0.0
2006-01-08 17:00:00,0.0,0.0,58.88,70.26,50.56,18.533,155.0,1.1670000000000096,0.0
2006-01-08 18:00:00,0.0,0.0,57.44,71.17,50.41,18.814,155.0,0.20599999999998264,0.0
2006-01-08 19:00:00,0.0,0.0,53.83,67.87,48.52,17.967,147.25300000000001,0.0,0.0
2006-01-08 20:00:00,0.0,0.0,50.89,64.53,45.73,16.801,139.349,0.0,0.0
2006-01-08 21:00:00,0.0,0.0,49.07,64.92,42.2,15.691999999999998,135.49800000000002,0.0,0.0
2006-01-08 22:00:00,0.0,0.0,45.31,66.02,38.34,14.818000000000001,129.852,0.0,0.0
2006-01-08 23:00:00,0.0,0.0,42.19,63.34,34.81,14.118999999999998,121.221,0.0,0.0
2006-01-09 00:00:00,0.0,0.0,52.18,68.41,34.66,13.921,136.32899999999998,0.0,0.0
2006-01-09 01:00:00,0.0,0.0,51.23,66.92,32.92,14.099,131.971,0.0,0.0
2006-01-09 02:00:00,0.0,0.0,51.28,64.16,31.18,14.629000000000001,126.991,0.0,0.0
2006-01-09 03:00:00,0.0,0.0,52.12,63.18,30.25,15.286000000000001,125.264,0.0,0.0
2006-01-09 04:00:00,0.0,0.0,54.07,65.05,29.25,16.461,126.909,0.0,0.0
2006-01-09 05:00:00,0.0,0.0,59.05,69.31,30.03,18.185000000000002,135.20499999999998,0.0,0.0
2006-01-09 06:00:00,0.0,0.0,64.25,73.77,34.56,21.218,146.362,0.0,0.0
2006-01-09 07:00:00,0.0,0.0,66.99,75.78,40.0,25.7,152.07,0.0,0.0
2006-01-09 08:00:00,0.0,0.0,68.36,76.93,43.14,32.129999999999995,151.3,0.0,0.0
2006-01-09 09:00:00,0.0,0.0,69.66,77.16,45.22,38.608000000000004,148.432,0.0,0.0
2006-01-09 10:00:00,0.0,0.0,70.65,77.23,46.05,43.633,145.29700000000003,0.0,0.0
2006-01-09 11:00:00,0.0,0.0,70.17,77.3,46.47,44.922999999999995,144.017,0.0,0.0
2006-01-09 12:00:00,0.0,0.0,68.99,75.57,46.73,43.602000000000004,142.688,0.0,0.0
2006-01-09 13:00:00,0.0,0.0,67.76,73.49,46.39,39.136,143.50400000000002,0.0,0.0
2006-01-09 14:00:00,0.0,0.0,67.16,71.5,46.13,32.96000000000001,146.83,0.0,0.0
2006-01-09 15:00:00,0.0,0.0,67.61,70.94,46.37,28.473999999999997,151.446,0.0,0.0
2006-01-09 16:00:00,0.0,0.0,70.05,73.29,49.04,29.419999999999995,155.0,2.960000000000022,0.0
2006-01-09 17:00:00,0.0,0.0,70.85,77.56,51.42,34.426,155.0,5.403999999999982,0.0
2006-01-09 18:00:00,0.0,0.0,69.41,78.47,51.27,38.986000000000004,155.0,0.16400000000001747,0.0
2006-01-09 19:00:00,0.0,0.0,65.8,75.17,49.38,41.522000000000006,143.828,0.0,0.0
2006-01-09 20:00:00,0.0,0.0,62.86,71.83,46.59,43.712,132.56799999999998,0.0,0.0
2006-01-09 21:00:00,0.0,0.0,61.04,72.22,43.06,46.594,124.72599999999998,0.0,0.0
2006-01-09 22:00:00,0.0,0.0,57.28,73.32,39.2,46.365,118.43499999999997,0.0,0.0
2006-01-09 23:00:00,0.0,0.0,54.16,70.64,35.67,45.553,109.917,0.0,0.0
2006-01-10 00:00:00,0.0,0.0,53.42,69.7,32.37,44.56100000000001,105.929,0.0,0.0
2006-01-10 01:00:00,0.0,0.0,52.47,68.21,30.63,43.653,102.65699999999998,0.0,0.0
2006-01-10 02:00:00,0.0,0.0,52.52,65.46,28.89,43.111999999999995,98.75799999999998,0.0,0.0
2006-01-10 03:00:00,0.0,0.0,53.36,64.47,27.96,42.441,98.34900000000002,0.0,0.0
2006-01-10 04:00:00,0.0,0.0,55.3,66.34,26.96,41.865,101.735,0.0,0.0
2006-01-10 05:00:00,0.0,0.0,60.29,70.61,27.73,42.724000000000004,110.906,0.0,0.0
2006-01-10 06:00:00,0.0,0.0,65.49,75.07,32.27,44.370999999999995,123.45899999999999,0.0,0.0
2006-01-10 07:00:00,0.0,0.0,68.23,77.07,37.71,46.91199999999999,131.098,0.0,0.0
2006-01-10 08:00:00,0.0,0.0,69.6,78.22,40.85,53.138,130.53199999999998,0.0,0.0
2006-01-10 09:00:00,0.0,0.0,70.9,78.45,42.93,62.669999999999995,124.61000000000001,0.0,0.0
2006-01-10 10:00:00,0.0,0.0,71.89,78.53,43.76,70.042,119.13799999999999,0.0,0.0
2006-01-10 11:00:00,0.0,0.0,71.4,78.59,44.18,74.386,114.78400000000002,0.0,0.0
2006-01-10 12:00:00,0.0,0.0,70.22,76.86,44.43,75.75400000000002,110.756,0.0,0.0
2006-01-10 13:00:00,0.0,0.0,69.0,74.79,44.1,73.727,109.16300000000001,0.0,0.0
2006-01-10 14:00:00,0.0,0.0,68.39,72.8,43.84,68.00999999999999,112.02000000000001,0.0,0.0
2006-01-10 15:00:00,0.0,0.0,68.85,72.24,44.08,63.013,117.15699999999998,0.0,0.0
2006-01-10 16:00:00,0.0,0.0,71.29,74.59,46.74,59.318,128.30200000000002,0.0,0.0
2006-01-10 17:00:00,0.0,0.0,72.08,78.86,49.13,59.71300000000001,135.35699999999997,0.0,0.0
2006-01-10 18:00:00,0.0,0.0,70.65,79.77,48.98,57.879999999999995,136.51999999999998,0.0,0.0
2006-01-10 19:00:00,0.0,0.0,67.04,76.46,47.09,53.187,132.40300000000002,0.0,0.0
2006-01-10 20:00:00,0.0,0.0,64.1,73.13,44.3,56.855999999999995,119.67399999999998,0.0,0.0
2006-01-10 21:00:00,0.0,0.0,62.28,73.52,40.77,59.42699999999999,112.143,0.0,0.0
2006-01-10 22:00:00,0.0,0.0,58.52,74.62,36.91,64.96300000000001,100.08700000000002,0.0,0.0
2006-01-10 23:00:00,0.0,0.0,55.4,71.93,33.38,65.864,90.0,0.0,0.15399999999998215
2006-01-11 00:00:00,0.0,0.0,53.15,69.63,34.24,66.942,90.0,0.0,4.921999999999995
2006-01-11 01:00:00,0.0,0.0,52.2,68.14,32.5,68.074,90.0,0.0,10.23400000000001
2006-01-11 02:00:00,0.0,0.0,52.24,65.39,30.75,68.586,90.0,0.0,15.205999999999989
2006-01-11 03:00:00,0.0,0.0,53.08,64.4,29.82,69.169,90.0,0.0,16.86899999999997
2006-01-11 04:00:00,0.0,0.0,55.03,66.27,28.82,69.069,90.0,0.0,13.949000000000012
2006-01-11 05:00:00,0.0,0.0,60.02,70.54,29.6,69.58200000000001,90.0,0.0,4.421999999999997
2006-01-11 06:00:00,0.0,0.0,65.21,75.0,34.13,70.479,98.861,0.0,0.0
2006-01-11 07:00:00,0.0,0.0,67.95,77.0,39.57,71.562,107.958,0.0,0.0
2006-01-11 08:00:00,0.0,0.0,69.33,78.15,42.71,76.532,108.65800000000002,0.0,0.0
2006-01-11 09:00:00,0.0,0.0,70.62,78.38,44.79,84.183,104.60700000000001,0.0,0.0
2006-01-11 10:00:00,0.0,0.0,71.61,78.46,45.62,88.06200000000001,102.62799999999999,0.0,0.0
2006-01-11 11:00:00,0.0,0.0,71.13,78.52,46.04,91.92200000000001,98.76799999999997,0.0,0.0
2006-01-11 12:00:00,0.0,0.0,69.95,76.79,46.3,91.473,96.56700000000004,0.0,0.0
2006-01-11 13:00:00,0.0,0.0,68.72,74.72,45.96,85.91999999999999,98.48000000000003,0.0,0.0
2006-01-11 14:00:00,0.0,0.0,68.12,72.73,45.7,76.232,105.31800000000003,0.0,0.0
2006-01-11 15:00:00,0.0,0.0,68.57,72.17,45.95,64.395,117.29500000000003,0.0,0.0
2006-01-11 16:00:00,0.0,0.0,71.01,74.52,48.61,57.31399999999999,131.82600000000002,0.0,0.0
2006-01-11 17:00:00,0.0,0.0,71.81,78.79,50.99,54.297999999999995,135.0,7.29200000000003,0.0
2006-01-11 18:00:00,0.0,0.0,70.38,79.7,50.84,51.722,144.198,0.0,0.0
2006-01-11 19:00:00,0.0,0.0,66.77,76.39,48.95,47.98500000000001,130.0,9.124999999999984,0.0
2006-01-11 20:00:00,0.0,0.0,63.83,73.06,46.16,42.633,135.417,0.0,0.0
2006-01-11 21:00:00,0.0,0.0,62.0,73.45,42.63,39.026,134.054,0.0,0.0
2006-01-11 22:00:00,0.0,0.0,58.25,74.55,38.77,36.148,130.422,0.0,0.0
2006-01-11 23:00:00,0.0,0.0,55.13,71.86,35.24,34.052,123.178,0.0,0.0
